defect_type,defect_size_mm,machine_id,machine_age_years,days_since_maintenance,shift,operator_experience_years,production_speed_mpm,thread_tension_n,humidity_pct,temperature_c,fabric_batch_quality_score,root_cause
thread_error,11.1,M11,3.0,12,night,0.3,33.3,10.78,38.4,22.8,63.1,human_error
objects,21.2,M11,14.9,29,afternoon,5.9,19.4,11.36,47.4,19.5,75.0,machine_fault
thread_error,5.1,M02,3.3,37,morning,6.6,37.1,9.96,56.0,24.0,82.1,machine_fault
oil_spot,16.3,M11,9.4,4,morning,3.2,38.3,14.02,48.1,26.3,70.8,human_error
thread_error,4.5,M05,1.6,53,morning,1.6,41.3,16.18,52.5,25.6,82.6,machine_fault
hole,12.5,M12,9.3,26,night,1.2,25.8,8.79,58.0,24.4,82.8,human_error
hole,3.4,M03,11.3,3,night,6.3,32.9,13.72,43.9,16.6,85.6,machine_fault
hole,5.6,M10,12.8,1,morning,0.9,32.1,11.6,44.4,29.9,58.7,machine_fault
objects,4.5,M02,4.3,22,morning,1.9,39.4,12.04,59.1,27.7,78.0,machine_fault
hole,15.6,M10,1.1,31,afternoon,6.9,30.5,9.29,37.3,21.2,83.1,machine_fault
oil_spot,2.4,M11,4.7,24,afternoon,0.3,33.4,10.34,44.8,22.6,82.4,human_error
color_defect,24.6,M11,8.1,26,night,25.0,36.4,11.97,65.3,27.8,85.7,material_issue
hole,3.2,M04,3.9,2,afternoon,4.8,39.7,9.41,52.1,25.1,84.8,machine_fault
hole,14.2,M09,13.6,46,night,3.2,25.3,10.18,61.6,19.9,77.0,machine_fault
objects,2.5,M10,10.0,9,night,9.4,42.3,12.74,51.7,22.7,57.4,human_error
thread_error,20.4,M09,2.5,15,night,3.3,41.1,9.33,30.5,24.5,80.3,material_issue
color_defect,11.5,M10,8.1,7,morning,2.4,38.8,12.74,74.3,25.8,74.1,human_error
oil_spot,7.5,M04,9.7,20,night,0.5,39.6,12.07,38.3,21.2,54.6,material_issue
thread_error,1.1,M01,6.0,5,morning,2.8,41.3,10.25,42.8,26.8,55.0,machine_fault
hole,44.4,M05,2.6,1,morning,12.5,32.0,7.36,73.0,21.9,80.4,material_issue
thread_error,3.5,M11,3.0,28,afternoon,9.8,42.0,16.9,56.8,23.2,90.8,machine_fault
thread_error,22.9,M03,6.5,54,morning,0.4,27.4,13.35,63.1,23.0,75.9,human_error
thread_error,6.6,M06,9.2,0,afternoon,7.1,25.0,11.48,48.2,25.7,69.9,machine_fault
oil_spot,5.0,M04,3.5,88,night,8.7,27.9,13.21,70.2,24.8,74.9,material_issue
stain,14.4,M02,4.8,18,morning,3.8,36.1,14.33,50.9,29.1,100.0,human_error
hole,3.3,M10,6.8,16,afternoon,7.5,29.7,8.97,59.6,28.7,69.2,machine_fault
stain,11.0,M06,2.8,39,morning,16.1,55.2,12.32,50.5,24.3,90.3,human_error
thread_error,9.3,M08,13.8,2,morning,3.1,30.0,15.43,55.4,20.6,56.7,human_error
oil_spot,3.4,M11,8.5,7,morning,1.5,41.6,12.4,63.7,21.2,97.1,human_error
cut,17.5,M04,3.6,4,afternoon,3.2,47.7,12.9,49.9,25.7,93.8,human_error
objects,2.5,M01,7.2,10,morning,0.2,42.4,16.33,43.7,24.5,91.5,human_error
cut,9.4,M08,9.0,3,morning,10.6,39.6,9.67,38.6,22.5,69.2,material_issue
color_defect,9.2,M01,5.2,20,afternoon,2.9,41.4,10.35,45.4,25.6,67.7,material_issue
stain,3.6,M02,4.9,3,morning,2.9,38.3,15.94,50.5,26.3,100.0,material_issue
cut,10.7,M07,2.1,0,morning,2.8,29.7,7.25,53.6,23.4,72.1,human_error
oil_spot,11.8,M01,12.4,0,morning,5.0,32.5,8.72,49.5,22.7,78.3,material_issue
cut,3.6,M09,6.6,34,morning,0.6,37.3,8.26,55.3,19.0,75.9,human_error
color_defect,6.2,M10,7.6,5,afternoon,4.6,28.3,11.8,50.4,20.5,88.0,material_issue
oil_spot,17.6,M11,5.6,2,night,0.1,37.9,11.89,40.2,28.1,58.5,human_error
thread_error,7.1,M11,1.2,59,morning,1.7,27.4,12.6,49.9,25.5,99.6,machine_fault
color_defect,11.6,M03,3.6,15,afternoon,2.6,27.1,11.75,45.3,21.4,63.5,human_error
cut,1.5,M05,9.5,6,afternoon,1.7,38.4,11.52,60.3,18.1,97.2,human_error
cut,7.9,M10,4.0,22,night,2.2,23.0,12.83,33.9,21.2,67.4,human_error
color_defect,17.2,M07,4.6,50,morning,2.3,30.5,13.06,55.5,26.3,33.9,material_issue
stain,1.2,M12,5.8,0,night,13.9,35.8,15.91,58.1,24.7,85.7,material_issue
color_defect,7.0,M08,11.5,3,morning,4.6,38.4,13.49,59.5,20.0,62.9,material_issue
oil_spot,18.8,M09,7.0,2,afternoon,1.2,31.8,9.21,43.9,24.2,70.8,material_issue
hole,25.2,M03,11.3,53,morning,2.5,26.5,8.55,61.6,23.7,74.2,machine_fault
thread_error,7.3,M11,3.2,78,morning,2.4,30.0,7.51,67.5,20.0,78.3,machine_fault
oil_spot,4.1,M02,4.3,28,afternoon,4.8,40.1,11.74,42.4,23.8,63.2,material_issue
stain,10.3,M03,12.0,12,afternoon,8.7,49.5,12.84,63.1,18.3,60.9,material_issue
thread_error,8.2,M06,10.9,16,morning,4.4,32.2,13.75,48.4,27.1,76.4,machine_fault
objects,13.7,M01,9.9,9,morning,0.7,35.5,8.23,49.0,20.6,86.2,machine_fault
cut,5.8,M06,8.9,5,night,5.6,32.3,15.36,38.7,26.7,81.3,human_error
color_defect,12.0,M09,1.4,38,afternoon,0.8,31.6,9.41,32.9,28.9,99.1,material_issue
objects,2.4,M01,1.6,5,afternoon,5.4,34.7,11.88,49.5,23.3,76.2,machine_fault
thread_error,2.6,M12,0.9,49,night,2.1,37.6,14.09,57.7,26.7,80.7,human_error
color_defect,2.7,M06,12.0,3,afternoon,5.3,32.5,15.63,64.0,23.5,65.7,human_error
thread_error,11.8,M06,4.5,3,afternoon,5.0,33.6,12.03,60.7,22.8,73.5,human_error
oil_spot,7.4,M04,2.5,14,afternoon,0.7,42.6,11.52,74.8,24.6,63.3,material_issue
color_defect,3.7,M06,1.0,1,afternoon,2.7,38.1,8.81,44.6,24.3,93.9,human_error
stain,6.2,M06,6.8,16,morning,0.9,38.4,8.79,47.1,22.7,60.3,material_issue
cut,5.1,M06,1.6,0,morning,0.9,28.7,10.67,46.1,22.2,68.0,human_error
thread_error,1.7,M02,15.0,9,morning,0.8,54.7,12.88,26.8,22.3,71.7,human_error
hole,4.9,M09,5.6,17,morning,0.7,52.3,13.3,78.2,29.6,81.4,human_error
cut,9.2,M11,11.6,41,afternoon,0.4,23.3,11.55,51.0,18.1,76.3,human_error
objects,12.9,M04,3.8,8,night,0.6,20.2,10.62,60.9,25.2,79.1,human_error
stain,4.4,M12,3.8,35,afternoon,0.0,19.4,12.5,54.0,22.0,59.9,machine_fault
oil_spot,3.8,M12,13.6,35,morning,5.2,30.3,12.29,43.2,26.3,60.5,machine_fault
objects,8.0,M04,9.0,27,night,3.9,40.2,14.98,49.0,22.0,81.2,machine_fault
oil_spot,5.0,M09,11.2,17,afternoon,2.7,38.3,11.27,83.8,26.5,68.2,material_issue
color_defect,1.9,M09,8.0,5,night,3.9,30.4,8.65,43.4,27.2,65.0,human_error
thread_error,13.6,M01,14.2,11,night,3.4,33.0,13.22,28.9,26.9,76.8,human_error
stain,9.9,M04,14.7,10,morning,2.2,33.6,11.44,72.2,24.1,92.7,machine_fault
objects,1.4,M05,12.5,55,night,8.4,30.0,9.43,46.7,23.0,65.2,machine_fault
oil_spot,2.8,M07,9.1,43,afternoon,17.8,43.4,16.6,64.0,25.5,71.7,material_issue
objects,8.5,M05,7.6,16,morning,6.0,28.7,14.66,41.7,22.0,83.8,human_error
color_defect,16.7,M11,7.9,1,morning,1.9,35.6,12.58,50.0,25.0,55.6,human_error
thread_error,10.9,M11,0.6,33,morning,9.8,38.7,11.1,53.6,23.4,91.4,machine_fault
stain,7.5,M03,12.8,25,night,13.3,37.2,7.29,42.3,25.2,100.0,material_issue
thread_error,9.1,M11,13.5,14,night,1.7,20.6,14.6,70.6,22.2,47.9,machine_fault
objects,10.2,M08,0.8,13,night,1.7,39.4,10.01,74.1,24.0,69.0,human_error
color_defect,3.0,M09,7.0,10,afternoon,1.7,39.6,17.0,52.7,20.1,74.9,human_error
hole,7.1,M10,10.2,34,afternoon,14.9,29.9,11.85,68.4,23.0,81.0,machine_fault
color_defect,2.4,M12,13.7,9,night,0.2,29.1,14.94,70.1,23.9,65.1,human_error
oil_spot,1.3,M06,6.4,17,morning,1.9,37.8,13.16,53.6,20.4,61.0,material_issue
oil_spot,5.9,M12,13.8,29,afternoon,10.5,43.8,12.73,56.6,21.9,60.8,material_issue
hole,10.8,M11,4.7,2,night,5.4,32.7,14.03,64.3,23.9,100.0,human_error
hole,8.4,M05,4.7,1,night,2.9,36.6,15.03,45.7,22.8,68.6,human_error
objects,1.1,M05,14.6,14,morning,6.7,36.6,12.21,29.2,25.6,75.7,machine_fault
objects,17.1,M10,11.9,13,morning,5.5,33.4,11.43,64.3,26.2,64.9,machine_fault
objects,11.3,M07,10.6,2,afternoon,10.6,39.5,17.77,69.6,22.3,77.8,machine_fault
objects,7.0,M08,3.6,13,afternoon,5.7,32.3,13.49,62.5,20.7,100.0,machine_fault
hole,1.3,M12,9.3,18,morning,0.6,33.6,15.52,53.4,23.5,71.0,human_error
color_defect,11.7,M12,0.6,36,morning,2.0,30.1,13.38,28.7,24.2,68.1,material_issue
cut,2.0,M08,5.1,4,night,2.1,31.2,12.18,46.9,26.8,90.8,human_error
stain,11.9,M03,5.0,10,morning,0.6,32.0,8.8,40.3,22.5,71.4,material_issue
color_defect,19.9,M10,4.6,0,night,2.4,25.2,11.84,59.6,26.2,90.2,human_error
thread_error,4.3,M04,7.3,36,afternoon,6.4,39.2,11.62,66.6,29.1,83.1,machine_fault
thread_error,2.5,M04,7.3,14,morning,0.2,28.4,12.83,38.9,20.1,81.6,human_error
objects,6.5,M01,2.7,11,morning,2.2,24.9,8.88,69.1,26.1,55.3,human_error
cut,4.1,M08,14.9,8,afternoon,1.4,25.0,11.98,64.9,21.0,85.3,human_error
cut,5.4,M07,8.6,21,morning,5.7,34.7,15.58,56.0,21.2,87.2,human_error
cut,10.6,M04,1.8,18,afternoon,1.4,45.9,13.27,59.3,17.6,83.9,human_error
stain,28.0,M01,4.8,1,afternoon,3.8,30.6,9.72,67.7,29.6,79.6,human_error
thread_error,7.8,M05,12.9,36,night,2.5,32.8,14.01,36.9,22.3,79.4,machine_fault
oil_spot,10.2,M07,11.6,44,morning,3.0,24.2,14.91,55.9,18.3,76.3,human_error
thread_error,7.6,M09,12.0,2,morning,8.6,15.1,13.16,80.6,22.9,52.9,material_issue
hole,2.9,M12,12.6,11,night,0.1,25.7,10.92,36.2,25.0,83.3,human_error
objects,3.5,M09,3.9,21,afternoon,6.2,35.5,7.05,56.7,23.8,55.5,machine_fault
oil_spot,9.6,M02,12.0,7,morning,14.0,39.1,14.96,44.5,24.6,77.8,material_issue
stain,15.4,M08,4.0,24,afternoon,5.2,27.4,5.46,68.1,23.3,75.0,material_issue
color_defect,9.4,M10,12.3,5,night,12.2,35.2,10.88,63.3,26.0,78.2,human_error
objects,24.5,M06,5.0,14,morning,4.7,34.3,8.49,23.0,22.2,54.3,material_issue
cut,3.7,M05,9.8,2,afternoon,2.5,33.1,10.63,67.2,24.5,99.8,human_error
thread_error,3.0,M08,13.6,14,night,2.5,37.5,9.65,68.4,20.0,43.6,machine_fault
thread_error,13.6,M06,7.6,0,morning,2.1,26.6,8.47,52.3,26.0,97.3,machine_fault
objects,17.6,M05,4.3,0,morning,1.2,45.1,7.37,63.1,28.5,87.2,human_error
thread_error,2.7,M09,10.9,4,night,2.6,43.0,8.74,55.8,23.9,73.3,human_error
stain,9.6,M01,0.7,2,afternoon,0.0,47.8,5.32,45.3,24.7,81.3,human_error
objects,16.3,M09,4.0,5,morning,0.3,27.1,7.71,34.8,23.9,71.0,material_issue
cut,23.9,M10,9.5,18,night,1.3,46.4,13.0,70.4,23.9,80.9,human_error
stain,8.6,M02,8.5,0,night,7.1,35.8,14.22,67.5,23.6,100.0,human_error
color_defect,1.9,M08,12.4,10,morning,2.5,32.7,11.54,51.0,21.8,64.9,material_issue
color_defect,1.4,M07,8.3,1,morning,10.6,21.8,16.98,48.1,22.8,86.0,material_issue
hole,4.3,M10,6.9,6,afternoon,6.4,42.5,11.02,75.0,26.4,76.0,material_issue
hole,10.3,M01,4.2,3,afternoon,1.4,29.5,10.34,52.2,20.6,82.3,human_error
thread_error,13.8,M11,8.9,5,morning,0.8,34.7,10.47,48.5,24.3,74.5,human_error
cut,11.5,M12,5.2,19,afternoon,11.4,39.6,12.03,48.1,20.7,85.1,human_error
oil_spot,11.1,M05,10.5,34,afternoon,4.1,38.3,11.74,58.5,19.0,67.1,material_issue
cut,6.2,M10,4.4,12,night,0.1,23.3,13.11,49.3,25.4,71.7,human_error
cut,30.1,M11,6.8,51,morning,2.7,42.8,13.17,67.0,24.3,48.2,human_error
color_defect,11.3,M08,9.8,26,afternoon,2.7,41.7,11.59,37.0,24.0,67.1,human_error
stain,2.4,M08,7.9,17,morning,3.6,43.8,11.21,73.1,20.3,73.6,material_issue
color_defect,6.5,M08,14.9,6,night,1.5,26.6,13.95,44.0,22.1,96.4,human_error
thread_error,10.8,M04,0.8,13,afternoon,0.8,15.9,14.8,64.1,25.3,83.9,human_error
oil_spot,2.6,M12,14.4,6,afternoon,5.6,42.0,13.23,31.0,24.7,43.3,material_issue
thread_error,6.2,M11,10.3,10,afternoon,1.7,29.0,8.74,62.1,21.0,75.6,human_error
cut,18.6,M10,12.2,5,night,1.4,40.6,9.34,61.9,19.7,63.9,material_issue
stain,11.3,M03,6.5,38,morning,3.9,36.2,14.47,54.5,21.7,70.7,material_issue
objects,17.2,M08,14.1,19,afternoon,4.4,40.6,12.59,43.5,18.3,95.1,machine_fault
hole,14.9,M04,3.5,12,morning,10.2,52.4,15.51,56.6,18.2,100.0,machine_fault
objects,14.0,M12,0.5,21,morning,12.6,43.6,12.8,58.1,28.1,72.7,human_error
stain,4.7,M04,1.4,9,morning,7.3,32.8,10.02,62.5,24.9,90.8,material_issue
stain,2.3,M05,5.9,3,morning,6.7,45.3,14.16,19.0,21.5,66.9,material_issue
stain,5.3,M08,4.6,61,night,1.1,35.8,11.35,67.9,20.4,75.0,material_issue
thread_error,3.4,M09,11.0,0,morning,11.0,38.5,14.59,42.7,22.6,76.1,machine_fault
hole,7.7,M01,8.4,39,afternoon,7.5,26.3,10.86,53.6,14.7,95.8,machine_fault
cut,15.2,M07,13.1,1,morning,0.3,43.4,5.84,55.2,22.8,95.4,human_error
color_defect,6.4,M10,5.5,8,night,14.9,38.2,13.8,56.5,23.8,69.9,human_error
color_defect,24.1,M11,9.4,10,afternoon,0.4,36.3,10.18,28.1,24.6,63.7,material_issue
thread_error,4.9,M09,11.9,9,morning,2.2,41.7,14.84,57.2,22.3,61.7,machine_fault
stain,7.8,M04,8.2,1,morning,7.3,27.3,6.39,37.6,22.6,55.4,material_issue
color_defect,13.9,M12,6.1,42,afternoon,0.4,22.4,10.15,45.8,23.7,51.2,material_issue
thread_error,16.1,M06,4.3,17,night,10.7,42.4,14.34,51.3,23.4,35.3,machine_fault
thread_error,2.7,M12,12.6,13,morning,1.8,38.6,7.64,62.2,23.4,76.2,machine_fault
color_defect,6.8,M06,7.7,7,afternoon,1.2,47.4,10.91,55.9,24.8,80.1,human_error
thread_error,10.8,M06,5.4,30,night,2.4,27.7,8.66,43.4,25.3,100.0,human_error
stain,8.6,M05,6.2,10,morning,0.0,34.2,10.11,57.4,19.0,66.7,human_error
oil_spot,10.3,M12,9.7,14,afternoon,14.5,36.2,13.47,73.8,22.9,77.8,material_issue
cut,6.8,M06,5.0,1,afternoon,0.8,36.9,14.74,53.2,23.0,51.6,human_error
stain,1.5,M12,4.7,35,afternoon,17.6,31.6,14.31,64.1,23.6,48.2,material_issue
cut,15.6,M02,12.9,3,night,10.8,30.3,15.78,51.4,23.4,60.7,human_error
thread_error,7.9,M07,0.9,1,afternoon,1.8,34.0,11.31,50.0,22.9,81.0,machine_fault
color_defect,15.5,M03,6.2,63,morning,1.4,31.8,9.47,50.2,28.0,63.4,human_error
stain,1.2,M08,3.0,1,afternoon,3.9,35.7,14.1,54.3,27.1,44.3,material_issue
color_defect,11.5,M06,7.0,0,night,1.2,38.3,13.08,53.8,20.3,73.3,human_error
color_defect,12.8,M09,10.3,19,afternoon,6.9,31.3,10.94,64.4,28.0,90.9,material_issue
thread_error,8.4,M02,13.6,31,night,2.3,36.7,10.79,66.3,23.0,67.5,human_error
cut,7.9,M06,3.9,29,morning,6.0,40.9,12.11,46.4,16.5,73.5,human_error
thread_error,10.7,M11,10.0,10,afternoon,1.6,49.9,11.74,53.7,23.1,63.3,human_error
color_defect,5.7,M03,6.5,3,night,2.5,39.7,9.89,69.4,25.2,100.0,human_error
stain,5.3,M02,1.1,20,afternoon,0.7,38.5,12.11,45.2,30.3,67.7,human_error
thread_error,14.6,M09,1.3,49,morning,1.9,38.5,12.07,26.4,28.8,81.2,material_issue
oil_spot,15.0,M12,10.0,11,afternoon,5.4,32.1,10.61,60.3,22.8,67.1,material_issue
hole,1.6,M01,13.4,2,afternoon,3.1,29.2,14.51,46.8,21.2,96.5,machine_fault
cut,11.4,M02,4.3,13,afternoon,0.2,42.6,10.28,62.6,23.9,69.4,human_error
color_defect,7.5,M03,14.5,0,morning,0.2,14.7,12.26,33.1,24.5,79.1,material_issue
oil_spot,4.8,M12,3.6,1,morning,2.3,39.4,14.63,41.2,26.6,74.6,material_issue
objects,10.5,M01,12.4,12,afternoon,13.3,44.4,10.74,79.2,19.6,68.5,machine_fault
cut,7.6,M01,7.5,11,afternoon,10.7,27.6,10.6,52.3,31.7,75.5,material_issue
cut,4.3,M11,2.0,53,morning,8.2,35.2,10.98,43.9,19.4,96.9,material_issue
color_defect,2.5,M02,9.0,13,afternoon,2.8,42.2,12.9,73.9,27.4,84.5,material_issue
stain,9.9,M03,11.5,0,afternoon,2.7,22.9,9.09,49.0,21.0,57.4,material_issue
cut,13.1,M08,4.5,1,night,8.7,36.2,9.97,35.5,23.8,89.5,human_error
cut,22.5,M04,9.4,9,night,3.5,32.8,11.94,50.2,24.6,67.9,human_error
stain,1.5,M10,14.6,6,night,1.4,33.8,11.8,55.7,20.9,94.1,human_error
thread_error,11.9,M12,7.9,34,morning,1.3,36.9,11.84,52.6,25.3,86.1,human_error
stain,3.9,M03,8.0,56,afternoon,2.6,44.5,16.15,74.0,18.1,87.5,material_issue
color_defect,1.5,M11,9.7,56,afternoon,9.0,31.7,12.97,56.0,28.5,69.8,human_error
objects,4.0,M05,2.6,19,morning,0.5,27.1,11.09,56.0,21.9,61.3,human_error
hole,8.1,M07,5.4,14,afternoon,0.0,26.7,12.28,44.8,25.2,61.3,human_error
objects,3.5,M12,4.2,1,afternoon,0.3,37.9,8.98,48.7,24.3,95.1,human_error
color_defect,2.8,M07,4.5,25,afternoon,4.0,18.6,10.35,59.3,24.4,77.7,material_issue
hole,8.0,M03,7.9,31,afternoon,0.7,41.3,11.75,70.1,26.6,74.1,machine_fault
color_defect,14.0,M01,2.8,7,morning,0.2,47.5,11.44,63.1,28.7,60.7,material_issue
thread_error,7.1,M09,11.7,5,morning,3.6,52.6,14.44,55.0,31.2,87.2,machine_fault
stain,31.0,M01,6.1,18,morning,5.1,34.5,11.26,48.8,26.1,74.9,material_issue
oil_spot,2.2,M09,9.3,6,morning,2.1,43.3,9.24,59.3,22.2,59.9,material_issue
thread_error,5.7,M04,6.9,21,morning,2.9,32.5,11.63,49.9,21.8,67.2,machine_fault
oil_spot,7.6,M01,1.6,32,afternoon,1.7,25.1,13.7,44.3,20.6,65.9,material_issue
objects,23.3,M03,3.4,16,afternoon,4.6,42.9,12.79,57.9,19.3,63.2,human_error
stain,1.6,M09,2.8,57,afternoon,3.8,33.4,7.5,54.4,28.9,82.1,material_issue
thread_error,11.8,M07,7.0,8,night,4.5,47.9,11.37,53.7,28.6,92.6,human_error
color_defect,12.9,M02,10.9,45,morning,0.3,29.1,15.91,84.4,22.7,74.4,material_issue
thread_error,1.1,M01,10.3,4,morning,3.4,35.8,14.79,67.7,20.9,95.0,machine_fault
stain,27.0,M12,0.7,10,morning,1.9,55.3,11.88,76.9,27.5,70.2,material_issue
hole,10.8,M04,13.2,21,afternoon,0.9,45.8,9.86,46.4,27.5,69.7,human_error
objects,8.1,M10,12.8,16,afternoon,2.3,32.2,6.24,37.9,20.3,63.4,human_error
stain,8.4,M07,7.1,9,morning,4.2,48.3,8.48,36.7,21.1,91.9,human_error
objects,7.7,M10,6.3,5,night,3.2,40.4,12.06,68.3,23.1,87.9,human_error
objects,1.0,M04,2.4,9,afternoon,0.1,37.3,14.43,42.5,20.6,50.6,material_issue
color_defect,7.8,M03,13.0,6,afternoon,0.8,33.3,12.09,34.2,22.4,75.3,material_issue
objects,9.3,M04,7.0,9,night,8.0,36.1,9.21,48.3,24.7,75.5,machine_fault
thread_error,1.1,M10,7.6,35,afternoon,1.1,36.0,10.83,58.2,23.9,84.5,machine_fault
objects,15.8,M06,8.8,2,afternoon,0.2,35.9,11.18,46.8,23.9,74.0,human_error
oil_spot,6.1,M03,7.1,40,afternoon,1.1,40.3,10.08,55.3,23.8,95.8,machine_fault
hole,11.0,M08,1.2,0,morning,4.4,48.2,11.9,49.0,20.5,83.4,human_error
hole,4.7,M03,12.9,14,night,0.5,21.0,9.73,82.3,24.8,68.9,human_error
thread_error,11.2,M02,10.4,66,afternoon,1.2,38.6,12.05,27.8,25.5,80.7,material_issue
cut,1.2,M02,4.0,45,morning,1.3,41.3,15.14,42.6,27.4,85.3,human_error
color_defect,9.1,M01,1.4,96,night,2.9,38.7,16.35,59.8,25.1,71.5,human_error
cut,1.8,M06,4.6,2,night,4.6,33.9,13.61,48.3,17.6,88.6,human_error
hole,7.2,M07,7.5,19,night,4.4,23.5,15.55,45.3,24.8,56.1,human_error
hole,3.9,M02,3.7,5,night,6.1,37.5,10.01,47.8,24.2,89.8,human_error
stain,2.1,M10,4.3,28,night,5.7,20.7,8.86,61.0,24.2,76.4,human_error
hole,4.4,M05,7.0,31,morning,13.8,40.2,12.85,54.4,28.3,26.9,machine_fault
stain,4.4,M09,4.5,13,morning,8.4,29.6,14.52,45.5,22.6,71.8,material_issue
objects,5.5,M07,3.0,60,morning,5.9,46.9,11.51,64.6,23.9,65.4,machine_fault
thread_error,2.9,M03,9.6,12,morning,0.7,11.6,8.9,68.9,33.9,94.3,human_error
cut,5.8,M09,5.8,8,afternoon,3.0,42.0,16.66,49.8,22.1,81.8,human_error
thread_error,15.6,M08,13.6,12,afternoon,1.2,27.4,12.63,64.8,24.8,85.6,human_error
stain,12.4,M11,6.8,14,afternoon,6.0,38.4,10.77,60.3,24.8,58.1,material_issue
hole,4.1,M07,6.5,4,night,0.1,31.8,10.57,62.3,27.9,58.6,human_error
color_defect,13.2,M01,13.7,5,afternoon,1.5,50.1,11.19,70.2,23.8,43.1,material_issue
color_defect,25.1,M06,4.7,0,night,1.5,34.0,14.6,40.8,26.2,49.5,human_error
oil_spot,3.7,M05,2.1,22,afternoon,2.8,47.8,14.79,74.1,24.0,92.3,human_error
oil_spot,2.2,M07,9.7,11,morning,5.8,37.9,10.97,39.6,23.1,54.4,material_issue
objects,4.0,M07,0.6,21,night,10.9,38.5,10.02,51.5,21.6,62.3,machine_fault
hole,6.8,M08,7.1,9,night,14.3,26.1,13.4,52.6,15.0,86.4,machine_fault
objects,3.4,M09,2.2,0,night,3.7,44.7,10.55,72.0,28.5,71.3,human_error
hole,4.2,M05,5.6,3,night,10.8,47.4,11.84,68.0,23.7,59.6,material_issue
color_defect,1.7,M06,10.0,27,morning,1.6,48.7,8.04,49.6,25.9,99.6,human_error
cut,1.6,M06,3.9,37,morning,0.8,43.4,11.76,52.6,22.5,55.9,human_error
color_defect,21.7,M03,8.8,2,afternoon,0.0,33.3,10.83,57.6,20.4,49.2,human_error
objects,4.0,M05,7.6,7,morning,0.5,31.0,10.64,45.3,21.5,84.8,human_error
stain,15.2,M06,2.9,11,afternoon,1.8,38.4,15.6,55.6,20.4,61.8,human_error
hole,1.5,M04,8.9,11,night,11.5,16.4,7.41,76.6,24.0,58.1,machine_fault
cut,13.1,M04,2.1,70,morning,2.3,46.6,12.46,53.1,20.9,59.1,human_error
objects,18.9,M03,13.3,12,night,6.9,37.4,13.61,46.7,18.2,84.3,machine_fault
cut,11.5,M03,11.0,7,afternoon,1.0,28.0,15.71,85.2,23.1,87.7,human_error
color_defect,5.3,M10,13.6,70,morning,0.5,40.5,9.21,61.0,22.2,69.8,human_error
color_defect,26.0,M01,7.3,68,night,1.0,39.9,11.32,52.6,24.8,80.8,human_error
stain,3.9,M03,14.5,19,morning,0.1,40.6,9.25,52.4,25.5,71.0,human_error
hole,5.6,M12,4.5,36,night,4.2,28.4,10.03,78.0,23.5,70.9,machine_fault
objects,12.5,M06,0.7,10,morning,13.7,43.3,12.58,61.4,22.4,56.5,machine_fault
stain,3.2,M02,2.3,31,afternoon,11.6,40.2,18.3,70.4,22.9,81.3,material_issue
objects,9.3,M05,7.7,19,morning,5.4,40.3,12.91,46.9,23.7,58.2,machine_fault
color_defect,11.5,M03,14.4,111,afternoon,1.1,36.2,14.88,32.6,21.9,91.9,machine_fault
thread_error,7.2,M06,12.1,2,morning,4.6,44.3,6.93,70.9,25.7,65.7,machine_fault
objects,1.3,M02,8.8,1,afternoon,4.5,42.5,12.71,64.6,23.3,100.0,human_error
cut,3.0,M08,9.0,58,night,2.3,52.4,11.15,67.5,21.9,66.2,human_error
color_defect,5.6,M07,13.6,12,afternoon,11.9,35.5,13.67,41.8,20.6,100.0,machine_fault
color_defect,1.2,M06,6.0,0,night,1.6,58.4,12.92,41.3,20.7,61.9,human_error
cut,1.9,M01,3.9,7,night,8.7,38.2,12.46,56.4,26.7,76.5,human_error
hole,11.8,M02,12.2,1,afternoon,2.3,20.4,14.56,58.0,24.1,69.9,human_error
hole,4.8,M11,4.4,4,morning,3.9,38.6,10.19,32.7,21.1,75.4,machine_fault
oil_spot,9.7,M07,3.5,18,morning,0.6,33.7,11.33,63.6,25.5,68.7,material_issue
stain,3.8,M02,10.5,29,night,6.8,34.9,10.91,66.1,21.3,82.5,material_issue
cut,9.4,M04,13.7,17,afternoon,2.3,31.8,9.16,52.3,24.8,57.3,human_error
thread_error,11.2,M08,10.4,2,night,2.6,50.4,14.87,55.4,26.0,94.7,human_error
hole,19.6,M05,7.1,21,morning,0.1,32.8,13.39,44.4,23.8,56.7,human_error
hole,2.5,M02,4.7,10,night,5.7,45.6,5.87,54.7,31.0,48.3,human_error
cut,10.2,M11,14.4,32,afternoon,3.8,45.9,8.62,50.8,21.8,85.0,human_error
objects,22.0,M07,12.3,49,morning,2.5,33.1,15.67,44.1,17.7,97.5,machine_fault
cut,4.6,M07,9.0,21,morning,2.0,25.5,10.02,49.6,20.0,70.0,human_error
color_defect,6.3,M08,4.4,4,afternoon,2.4,42.5,10.76,44.2,24.0,74.8,material_issue
objects,1.7,M01,8.8,53,morning,4.9,20.9,10.67,53.3,27.5,53.6,machine_fault
objects,8.7,M07,0.6,4,night,0.2,38.6,12.37,51.3,20.4,53.5,human_error
cut,50.7,M10,5.6,16,afternoon,0.2,19.6,8.28,47.1,24.3,97.7,human_error
cut,12.9,M05,10.2,4,afternoon,0.3,31.6,14.04,49.5,14.7,58.3,human_error
cut,3.2,M08,5.3,43,morning,11.9,36.8,12.59,51.1,21.8,67.1,machine_fault
